SMILES	name	PUBCHEM_COMPOUND_CID	PUBCHEM_COMPOUND_CANONICALIZED	PUBCHEM_CACTVS_COMPLEXITY	PUBCHEM_CACTVS_HBOND_ACCEPTOR	PUBCHEM_CACTVS_HBOND_DONOR	PUBCHEM_CACTVS_ROTATABLE_BOND	PUBCHEM_CACTVS_SUBSKEYS	PUBCHEM_IUPAC_OPENEYE_NAME	PUBCHEM_IUPAC_CAS_NAME	PUBCHEM_IUPAC_NAME	PUBCHEM_IUPAC_SYSTEMATIC_NAME	PUBCHEM_IUPAC_TRADITIONAL_NAME	PUBCHEM_IUPAC_INCHI	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_XLOGP3	PUBCHEM_EXACT_MASS	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT	PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_OPENEYE_ISO_SMILES	PUBCHEM_CACTVS_TPSA	PUBCHEM_MONOISOTOPIC_WEIGHT	PUBCHEM_TOTAL_CHARGE	PUBCHEM_HEAVY_ATOM_COUNT	PUBCHEM_ATOM_DEF_STEREO_COUNT	PUBCHEM_ATOM_UDEF_STEREO_COUNT	PUBCHEM_BOND_DEF_STEREO_COUNT	PUBCHEM_BOND_UDEF_STEREO_COUNT	PUBCHEM_ISOTOPIC_ATOM_COUNT	PUBCHEM_COMPONENT_COUNT	PUBCHEM_CACTVS_TAUTO_COUNT	PUBCHEM_COORDINATE_TYPE	PUBCHEM_BONDANNOTATIONS
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	985	985	1	178	2	1	14	AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"palmitic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"palmitic acid"	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	6.4	256.24	C16H32O2	256.43	CCCCCCCCCCCCCCCC(=O)O	CCCCCCCCCCCCCCCC(=O)O	37.3	256.24	0	18	0	1	0	0	0	1	-1	"1\n5\n255"	"14  41  3"
[H]C1=NC([H])=C([H])C([H])=C1[H]	1049	1049	1	30.9	1	0	0	AAADcYBiAAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHAAAAAAACADBEgQ8gJIIEACgADBnRACCgCAxAiAI2CA4ZJgIIOLAkZGEIAhggADIyAYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	pyridine	pyridine	pyridine	pyridine	pyridine	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	JUJWROOIHBZHMG-UHFFFAOYSA-N	0.7	79.042	C5H5N	79.102	C1=CC=NC=C1	C1=CC=NC=C1	12.9	79.042	0	6	0	0	0	0	0	1	-1	"1\n5\n255"	"1  5  8\n1  6  8\n2  3  8\n2  4  8\n3  5  8\n4  6  8"
[H]N1C([H])([H])C([H])([H])C([H])([H])OP1(=O)N(C([H])([H])C([H])([H])Cl)C([H])([H])C([H])([H])Cl	2907	2907	1	212	4	1	5	AAADccBjMAIGAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAAHgIQgCAACAPhgEYAAAJAARAAQAAAAIAAAAAAAAAAAIAIAAAAAAAAAABAAAACEACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	~{N},~{N}-bis(2-chloroethyl)-2-oxo-1,3,2$l^{5}-oxazaphosphinan-2-amine	~{N},~{N}-bis(2-chloroethyl)-2-oxo-1,3,2$l^{5}-oxazaphosphorinan-2-amine	~{N},~{N}-bis(2-chloroethyl)-2-oxo-1,3,2$l^{5}-oxazaphosphinan-2-amine	~{N},~{N}-bis(2-chloroethyl)-2-oxidanylidene-1,3,2$l^{5}-oxazaphosphinan-2-amine	bis(2-chloroethyl)-(2-keto-1,3,2$l^{5}-oxazaphosphorinan-2-yl)amine	InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)	CMSMOCZEIVJLDB-UHFFFAOYSA-N	0.6	260.025	C7H15Cl2N2O2P	261.083	C1CNP(=O)(OC1)N(CCCl)CCCl	C1CNP(=O)(OC1)N(CCCl)CCCl	41.6	260.025	0	14	0	1	0	0	0	1	-1	"1\n5\n255"	"3  6  3"	
[H]N1C(=NS(=O)(=O)C2=C1C([H])=C([H])C(Cl)=C2[H])C([H])([H])[H]	3019	3019	1	360	3	1	0	AAADcYBzMABEAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAHAYQQAAACAqBUCAzwYLAAAKgACZiYHDCABAhBwAJiBwQZogIICLBm5GEIAhgkADIyAcQAAAAAABAABAAAQAAAIAAIAACAAAAAAAAAA==	"7-chloro-3-methyl-4~{H}-1$l^{6},2,4-benzothiadiazine 1,1-dioxide"	"7-chloro-3-methyl-4~{H}-1$l^{6},2,4-benzothiadiazine 1,1-dioxide"	"7-chloro-3-methyl-4~{H}-1$l^{6},2,4-benzothiadiazine 1,1-dioxide"	"7-chloranyl-3-methyl-4~{H}-1$l^{6},2,4-benzothiadiazine 1,1-dioxide"	"7-chloro-3-methyl-4~{H}-1$l^{6},2,4-benzothiadiazine 1,1-dioxide"	InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)	GDLBFKVLRPITMI-UHFFFAOYSA-N	1.2	229.992	C8H7ClN2O2S	230.666	CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl	CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl	66.9	229.992	0	14	0	0	0	0	0	1	-1	"1\n5\n255"	"10  12  8\n11  13  8\n12  13  8\n7  10  8\n7  8  8\n8  11  8"	
[H]OC(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]	3121	3121	1	93.4	2	1	5	AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQCAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"2-propylpentanoic acid"	"2-propylpentanoic acid"	"2-propylpentanoic acid"	"2-propylpentanoic acid"	"2-propylvaleric acid"	InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)	NIJJYAXOARWZEE-UHFFFAOYSA-N	2.8	144.115	C8H16O2	144.214	CCCC(CCC)C(=O)O	CCCC(CCC)C(=O)O	37.3	144.115	0	10	0	0	0	0	0	1	-1	"1\n5\n255"		
[H]N1C2=C(C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C2[H])C(=C([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	3293	3293	1	283	2	1	2	AAADceByIAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAHgAQAAAADIyhmAIyxoLABACAAiRCQACCCAAhIgAIiAAGbIgMJiLEsZuGOCjk0BHI6AewwLAOAEABAAACAAAAgAIAAAQAAAAAAAAAAA==	6-ethoxy-2,2,4-trimethyl-1~{H}-quinoline	6-ethoxy-2,2,4-trimethyl-1~{H}-quinoline	6-ethoxy-2,2,4-trimethyl-1~{H}-quinoline	6-ethoxy-2,2,4-trimethyl-1~{H}-quinoline	6-ethoxy-2,2,4-trimethyl-1~{H}-quinoline	InChI=1S/C14H19NO/c1-5-16-11-6-7-13-12(8-11)10(2)9-14(3,4)15-13/h6-9,15H,5H2,1-4H3	DECIPOUIJURFOJ-UHFFFAOYSA-N		217.147	C14H19NO	217.312	CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C	CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C	21.3	217.147	0	16	0	0	0	0	0	1	1	"1\n5\n255"	"10  13  8\n11  14  8\n13  14  8\n5  11  8\n5  7  8\n7  10  8"	3.1
[H]C1=C([H])C(=C([H])C([H])=C1Cl)C(=O)C1=C([H])C([H])=C(OC(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H]	3339	3339	1	458	4	0	7	AAADceB4OAAEAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgIAAAAADFagmCIyDoAABACIAqDSCAICCAAkJQAIiAFGCsgNJjKFNx6COSCkwBEKqYeIzODOJAAAAAAAAABIAAAAAAAAAAAAAAAAAA==	"isopropyl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methyl-propanoate"	"2-[4-[(4-chlorophenyl)-oxomethyl]phenoxy]-2-methylpropanoic acid propan-2-yl ester"	"propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate"	"propan-2-yl 2-[4-(4-chlorophenyl)carbonylphenoxy]-2-methyl-propanoate"	"2-[4-(4-chlorobenzoyl)phenoxy]-2-methyl-propionic acid isopropyl ester"	InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3	YMTINGFKWWXKFG-UHFFFAOYSA-N		360.113	C20H21ClO4	360.834	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl	52.6	360.113	0	25	0	0	0	0	0	1	-1	"1\n5\n255"	"11  12  8\n11  13  8\n12  17  8\n13  18  8\n14  17  8\n14  18  8\n20  21  8\n20  22  8\n21  23  8\n22  24  8\n23  25  8\n24  25  8"	5.2
[H]OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OC1=C(C([H])=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H]	3463	3463	1	273	3	1	6	AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADgSgmAIyDoAABgCIAiDSCAACCAAgIAAIiAEGCIgMJjKEMRqCeCCkwBEIqAeI5DgPQAABAAAIAACAAAIAABAAAAAAAAAAAA==	"5-(2,5-dimethylphenoxy)-2,2-dimethyl-pentanoic acid"	"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid"	"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid"	"5-(2,5-dimethylphenoxy)-2,2-dimethyl-pentanoic acid"	"5-(2,5-dimethylphenoxy)-2,2-dimethyl-valeric acid"	InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)	HEMJJKBWTPKOJG-UHFFFAOYSA-N		250.157	C15H22O3	250.338	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O	46.5	250.157	0	18	0	0	0	0	0	1	-1	"1\n5\n255"	"11  12  8\n11  13  8\n12  15  8\n13  14  8\n14  16  8\n15  16  8"	3.8
[H]N(C(=O)N1C(=O)C(=C(C([H])([H])[H])C1([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H]	3476	3476	1	895	5	3	7	AAADcfB7uABAAAAAAAAAAAAAAAAAAQAAAAAwYAAAAAAAAAABAAAAHgQQQAAADSjB2AQzAYPAAAKIAiFSEHDCABAgAAAIiJkIAMiIIDKAkRGEIAAolyKIiQcQgIAOEAAAAAAAAAAwAAAAAAAAAAAAAAAAAA==	4-ethyl-3-methyl-~{N}-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2~{H}-pyrrole-1-carboxamide	4-ethyl-3-methyl-~{N}-[2-[4-[[[(4-methylcyclohexyl)amino]-oxomethyl]sulfamoyl]phenyl]ethyl]-5-oxo-2~{H}-pyrrole-1-carboxamide	4-ethyl-3-methyl-~{N}-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2~{H}-pyrrole-1-carboxamide	4-ethyl-3-methyl-~{N}-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxidanylidene-2~{H}-pyrrole-1-carboxamide	3-ethyl-2-keto-4-methyl-~{N}-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-3-pyrroline-1-carboxamide	InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)	WIGIZIANZCJQQY-UHFFFAOYSA-N		490.225	C24H34N4O5S	490.619	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C	133	490.225	0	34	0	0	0	0	0	1	-1	"1\n5\n255"	"22  29  8\n22  30  8\n26  32  8\n26  33  8\n29  32  8\n30  33  8"	3.9
[H]N(C(=O)C1=C([H])N=C(C([H])=N1)C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]	3478	3478	1	697	6	3	7	AAADceB7uABAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAAABwAAAHgQQQAAADCjB3gQ/gZLIEAKoAzV3VHDCgDQ3EiAI2Jm4dMiIYGrA0TGUIIgglgLIiMcQgIAOEAAAAAAAAAAgAAAAAAAAAAAAAAAAAA==	~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methyl-pyrazine-2-carboxamide	~{N}-[2-[4-[[(cyclohexylamino)-oxomethyl]sulfamoyl]phenyl]ethyl]-5-methyl-2-pyrazinecarboxamide	~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methylpyrazine-2-carboxamide	~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methyl-pyrazine-2-carboxamide	~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-5-methyl-pyrazinamide	InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	1.9	445.178	C21H27N5O4S	445.538	CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	139	445.178	0	31	0	0	0	0	0	1	-1	"1\n5\n255"	"10  28  8\n10  29  8\n18  20  8\n18  21  8\n19  23  8\n19  24  8\n20  23  8\n21  24  8\n27  28  8\n29  30  8\n9  27  8\n9  30  8"	
[H]N(C(=O)C1=C(OC([H])([H])[H])C([H])=C([H])C(Cl)=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]	3488	3488	1	746	5	3	8	AAADceB7OABEAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAAABQAAAHgYQQAAADC7B2CYzB4LABAKIAiFSEHDCCBAkJQAIiJkODsiMJjaFtxuEMWhm9hOIqYeYyKCOECAAIAAIAAAgQABAABAAAAAAAAAAAA==	5-chloro-~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxy-benzamide	5-chloro-~{N}-[2-[4-[[(cyclohexylamino)-oxomethyl]sulfamoyl]phenyl]ethyl]-2-methoxybenzamide	5-chloro-~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxybenzamide	5-chloranyl-~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxy-benzamide	5-chloro-~{N}-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxy-benzamide	InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	4.8	493.144	C23H28ClN3O5S	494.003	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3	122	493.144	0	33	0	0	0	0	0	1	-1	"1\n5\n255"	"18  21  8\n18  22  8\n19  23  8\n19  24  8\n21  23  8\n22  24  8\n27  28  8\n27  29  8\n28  30  8\n29  31  8\n30  32  8\n31  32  8"	
[H]OC(=O)C([H])(C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	3672	3672	1	203	2	1	4	AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADQCAmAAyCIAAAgCIAiDSCAACAAAgAAAIiAEAAIgIIDKAFRCAYAAkwAEIiAeIyOCOwAAAAAAAAACAAAAAAAAAAAAAAAAAAA==	"2-(4-isobutylphenyl)propanoic acid"	"2-[4-(2-methylpropyl)phenyl]propanoic acid"	"2-[4-(2-methylpropyl)phenyl]propanoic acid"	"2-[4-(2-methylpropyl)phenyl]propanoic acid"	"2-(4-isobutylphenyl)propionic acid"	InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)	HEFNNWSXXWATRW-UHFFFAOYSA-N	3.5	206.131	C13H18O2	206.285	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	37.3	206.131	0	15	0	1	0	0	0	1	-1	"1\n5\n255"	"10  12  8\n11  13  8\n5  10  8\n5  11  8\n6  12  8\n6  13  8\n7  19  3"	
[H]N1C(=NC2=C([H])C([H])=C([H])C([H])=C12)S(=O)C([H])([H])C1=NC([H])=C([H])C(OC([H])([H])C(F)(F)F)=C1C([H])([H])[H]	3883	3883	1	480	8	1	5	AAADccB7MYBAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAFgB/AAAHwQQAAAADAzl3ha/1rbJlAqgAzRnZEDK2i3xMrAJ2SA+fJiMbuLkuZuWOCjukBrI6CcQAAAOAAAAAAAAACAAAAAAAAAAQAAAAAAAAA==	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridyl]methylsulfinyl]-1~{H}-benzimidazole	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1~{H}-benzimidazole	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1~{H}-benzimidazole	2-[[3-methyl-4-[2,2,2-tris(fluoranyl)ethoxy]pyridin-2-yl]methylsulfinyl]-1~{H}-benzimidazole	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridyl]methylsulfinyl]-1~{H}-benzimidazole	InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)	MJIHNNLFOKEZEW-UHFFFAOYSA-N	2.8	369.076	C16H14F3N3O2S	369.362	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	87.1	369.076	0	25	0	1	0	0	0	1	-1	"1\n5\n255"	"1  10  3\n11  12  8\n12  16  8\n14  15  8\n14  18  8\n15  20  8\n16  19  8\n18  22  8\n19  21  8\n20  23  8\n22  23  8\n7  13  8\n7  14  8\n8  13  8\n8  15  8\n9  11  8\n9  21  8"	
[H]C1=C([H])C(=C([H])C([H])=C1OC([H])([H])[H])C([H])(C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(Cl)(Cl)Cl	4115	4115	1	279	2	0	4	AAADccB4MAAGAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgIAAAAADQaAmIIyBoAABACAAiBCAAACCAAgIAAIiAAGCogMJiKFMRqAMCAkwBEIqAeAwPAOoAAAAAAAAABAAAAAAAAAAAAAAAAAAA==	1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene	1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene	1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene	1-methoxy-4-[2,2,2-tris(chloranyl)-1-(4-methoxyphenyl)ethyl]benzene	1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene	InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3	IAKOZHOLGAGEJT-UHFFFAOYSA-N	5.1	344.014	C16H15Cl3O2	345.644	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl	18.5	344.014	0	21	0	0	0	0	0	1	-1	"1\n5\n255"	"10  14  8\n11  15  8\n12  16  8\n13  17  8\n14  18  8\n15  19  8\n16  18  8\n17  19  8\n7  10  8\n7  12  8\n8  11  8\n8  13  8"	
[H]N(C(=O)OC([H])([H])[H])C1=NC2=C(N1[H])C([H])=C(C([H])=C2[H])C(=O)C1=C([H])C([H])=C([H])S1	4122	4122	1	420	5	2	4	AAADccBzMABAAAAAAAAAAAAAAAAAAWJAAAAwAAAAAAAAAFgB/AAAHgQQAAAADAyF3gKz2bbJlAisA6RyfACDgK2lGrBJmTkwdNmIaLLgnZGUIQhokQJoyaccicCeCAAAQAAAACAQAACAAAAAQAAAAAAAAA==	"methyl ~{N}-[6-(thiophene-2-carbonyl)-1~{H}-benzimidazol-2-yl]carbamate"	"~{N}-[6-[oxo(thiophen-2-yl)methyl]-1~{H}-benzimidazol-2-yl]carbamic acid methyl ester"	"methyl ~{N}-[6-(thiophene-2-carbonyl)-1~{H}-benzimidazol-2-yl]carbamate"	"methyl ~{N}-(6-thiophen-2-ylcarbonyl-1~{H}-benzimidazol-2-yl)carbamate"	"~{N}-[6-(2-thenoyl)-1~{H}-benzimidazol-2-yl]carbamic acid methyl ester"	InChI=1S/C14H11N3O3S/c1-20-14(19)17-13-15-9-5-4-8(7-10(9)16-13)12(18)11-3-2-6-21-11/h2-7H,1H3,(H2,15,16,17,19)	KYRVNWMVYQXFEU-UHFFFAOYSA-N	2.8	301.052	C14H11N3O3S	301.32	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	112	301.052	0	21	0	0	0	0	0	1	15	"1\n5\n255"	"1  16  8\n1  19  8\n10  11  8\n10  14  8\n12  14  8\n16  17  8\n17  18  8\n18  19  8\n5  13  8\n5  8  8\n6  13  8\n6  9  8\n8  11  8\n8  9  8\n9  12  8"	
[H]C1=C2N(C(=N1)C([H])([H])[H])C1=C(C([H])=C(Cl)C([H])=C1[H])C(=NC2([H])[H])C1=C([H])C([H])=C([H])C([H])=C1F	4192	4192	1	471	3	0	1	AAADccB7AQAEAAAAAAAAAAAAAAAAAWAAAAAwYAAABAAAAACB0AAAHQIAAAAADArBHyw/0JcMEACgAzZnZACCgC0xF6AJ2AA4dpiIaOLB25GUIAhogALIyCcQgMAOAABAIAACAAAAAIBAAAQAAAAAAAAAAA==	8-chloro-6-(2-fluorophenyl)-1-methyl-4~{H}-imidazo[1,5-a][1,4]benzodiazepine	8-chloro-6-(2-fluorophenyl)-1-methyl-4~{H}-imidazo[1,5-a][1,4]benzodiazepine	8-chloro-6-(2-fluorophenyl)-1-methyl-4~{H}-imidazo[1,5-a][1,4]benzodiazepine	8-chloranyl-6-(2-fluorophenyl)-1-methyl-4~{H}-imidazo[1,5-a][1,4]benzodiazepine	8-chloro-6-(2-fluorophenyl)-1-methyl-4~{H}-imidazo[1,5-a][1,4]benzodiazepine	InChI=1S/C18H13ClFN3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3	DDLIGBOFAVUZHB-UHFFFAOYSA-N	2.5	325.078	C18H13ClFN3	325.771	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F	30.2	325.078	0	23	0	0	0	0	0	1	-1	"1\n5\n255"	"13  17  8\n14  18  8\n15  19  8\n15  20  8\n17  18  8\n19  21  8\n20  22  8\n21  23  8\n22  23  8\n3  11  8\n3  7  8\n5  11  8\n5  12  8\n6  13  8\n6  8  8\n7  12  8\n8  14  8"	
