CID,TID,score,score_note,score_type,error
5991,"P17931",,"","",""
5991,"P17936",,"","",""
5991,"P17948",,"","",""
5991,"P18031",,"","",""
5991,"P18054",,"","",""
5991,"P18065",,"","",""
5991,"P18084",,"","",""
5991,"P18089",,"","","target was not found"
5991,"P18405",,"","",""
5991,"P18433",,"","","no valid path was found"
5991,"P18440",,"","",""
5991,"P18505",,"","","no valid path was found"
5991,"P18507",,"","",""
5991,"P18509",,"","",""
5991,"P18545",,"","",""
5991,"P18564",,"","",""
5991,"P18825",,"","","target was not found"
5991,"P18846",,"","",""
5991,"P18858",,"","",""
5991,"P19021",,"","",""
5991,"P19099",,"","",""
5991,"P19174",,"","",""
5991,"P19235",,"","",""
5991,"P19256",,"","","target was not found"
5991,"P19320",,"","",""
5991,"P19367",,"","","no valid path was found"
5991,"P19419",,"","",""
5991,"P19438",,"","",""
5991,"P19440",,"","",""
5991,"P19525",,"","",""
5991,"P19623",,"","","no valid path was found"
5991,"P19634",,"","",""
5991,"P19652",,"","","no valid path was found"
5991,"P19784",,"","","target was not found"
5991,"P19793",,"","",""
5991,"P19801",,"","",""
5991,"P19835",,"","",""
5991,"P19838",,"","",""
5991,"P19961",,"","",""
5991,"P19971",,"","",""
5991,"P20138",,"","",""
5991,"P20142",,"","",""
5991,"P20151",,"","",""
5991,"P20248",,"","","target was not found"
5991,"P20264",,"","",""
5991,"P20265",,"","",""
5991,"P20273",,"","",""
5991,"P20292",,"","","target was not found"
5991,"P20309",,"","",""
5991,"P20594",,"","",""
5991,"P20618",,"","",""
5991,"P20645",,"","",""
5991,"P20648",,"","",""
5991,"P20701",,"","",""
5991,"P20702",,"","","no valid path was found"
5991,"P20711",,"","",""
5991,"P20794",,"","","no valid path was found"
5991,"P20813",,"","",""
5991,"P20815",0.0028,"strong","approved binding",""
5991,"P20839",,"","","target was not found"
5991,"P20916",,"","","no valid path was found"
5991,"P21127",,"","","target was not found"
5991,"P21217",,"","",""
5991,"P21266",,"","",""
5991,"P21281",,"","",""
5991,"P21397",,"","",""
5991,"P21452",,"","",""
5991,"P21453",,"","",""
5991,"P21462",,"","","target was not found"
5991,"P21554",,"","",""
5991,"P21579",,"","",""
5991,"P21589",,"","",""
5991,"P21673",,"","",""
5991,"P21709",,"","",""
5991,"P21728",,"","","no valid path was found"
5991,"P21730",,"","","target was not found"
5991,"P21731",,"","",""
5991,"P21757",,"","",""
5991,"P21802",,"","",""
5991,"P21817",,"","","no valid path was found"
5991,"P21860",,"","","no valid path was found"
5991,"P21917",,"","","target was not found"
5991,"P21918",,"","",""
5991,"P21964",,"","","target was not found"
5991,"P21980",,"","",""
5991,"P22001",,"","",""
5991,"P22061",,"","",""
5991,"P22079",,"","",""
5991,"P22083",,"","",""
5991,"P22102",,"","",""
5991,"P22234",,"","","no valid path was found"
5991,"P22303",,"","",""
5991,"P22307",,"","",""
5991,"P22310",,"","",""
5991,"P22314",,"","",""
5991,"P22392",,"","",""
5991,"P22413",,"","",""
5991,"P22455",,"","",""
5991,"P22459",,"","","no valid path was found"
5991,"P22460",,"","","no valid path was found"
5991,"P22607",,"","",""
5991,"P22612",,"","",""
5991,"P22680",,"","",""
5991,"P22692",,"","",""
5991,"P22694",,"","",""
5991,"P22732",,"","","target was not found"
5991,"P22735",,"","",""
5991,"P22748",,"","",""
5991,"P22792",,"","",""
5991,"P22888",,"","",""
5991,"P22894",,"","",""
5991,"P23109",,"","","no valid path was found"
5991,"P23141",,"","",""
5991,"P23219",,"","",""
5991,"P23229",,"","",""
5991,"P23280",,"","",""
5991,"P23284",,"","",""
5991,"P23415",,"","","no valid path was found"
5991,"P23416",,"","","no valid path was found"
5991,"P23443",,"","",""
5991,"P23458",,"","","target was not found"
5991,"P23467",,"","","target was not found"
5991,"P23469",,"","","no valid path was found"
5991,"P23470",,"","",""
5991,"P23526",,"","",""
5991,"P23528",,"","",""
5991,"P23677",,"","","no valid path was found"
5991,"P23763",,"","","no valid path was found"
5991,"P23786",,"","",""
5991,"P23919",,"","",""
5991,"P23921",,"","",""
5991,"P23945",,"","",""
5991,"P23946",,"","",""
5991,"P23975",,"","",""
5991,"P24046",,"","",""
5991,"P24158",,"","",""
5991,"P24298",,"","",""
5991,"P24347",,"","","no valid path was found"
5991,"P24385",,"","",""
5991,"P24387",,"","",""
5991,"P24530",,"","","target was not found"
5991,"P24557",,"","",""
5991,"P24592",,"","","target was not found"
5991,"P24593",,"","",""
5991,"P24666",,"","",""
5991,"P24723",,"","",""
5991,"P24752",,"","",""
5991,"P24864",,"","",""
5991,"P24941",,"","",""
5991,"P25021",,"","",""
5991,"P25024",,"","",""
5991,"P25025",,"","","target was not found"
5991,"P25054",,"","",""
5991,"P25090",,"","",""
5991,"P25098",,"","",""
5991,"P25100",,"","","no valid path was found"
5991,"P25101",,"","",""
5991,"P25103",,"","",""
5991,"P25105",,"","","no valid path was found"
5991,"P25116",,"","",""
5991,"P25774",,"","",""
5991,"P25929",,"","","target was not found"
5991,"P25963",,"","",""
5991,"P26006",,"","",""
5991,"P26010",,"","",""
5991,"P26358",,"","","target was not found"
5991,"P26439",,"","","no valid path was found"
5991,"P26639",,"","","no valid path was found"
5991,"P26640",,"","","no valid path was found"
5991,"P26927",,"","","no valid path was found"
5991,"P27037",,"","","no valid path was found"
5991,"P27144",,"","",""
5991,"P27169",,"","",""
5991,"P27338",,"","",""
5991,"P27361",,"","",""
5991,"P27448",,"","","no valid path was found"
5991,"P27487",,"","",""
5991,"P27540",,"","",""
5991,"P27695",,"","",""
5991,"P27707",,"","",""
5991,"P27708",,"","","target was not found"
5991,"P27815",,"","",""
5991,"P27824",,"","",""
5991,"P27986",,"","",""
5991,"P27987",,"","","no valid path was found"
5991,"P28062",,"","",""
5991,"P28074",,"","",""
5991,"P28161",,"","",""
5991,"P28221",,"","",""
5991,"P28222",,"","",""
5991,"P28223",,"","",""
5991,"P28300",,"","",""
5991,"P28329",,"","",""
5991,"P28332",,"","","target was not found"
5991,"P28335",,"","",""
5991,"P28336",,"","",""
5991,"P28340",,"","","no valid path was found"
5991,"P28472",,"","",""
5991,"P28476",,"","",""
5991,"P28482",,"","",""
5991,"P28562",,"","",""
5991,"P28566",,"","",""
5991,"P28702",,"","",""
5991,"P28715",,"","",""
5991,"P28827",,"","",""
5991,"P28838",,"","","no valid path was found"
5991,"P28845",,"","",""
5991,"P28907",,"","",""
5991,"P29074",,"","",""
5991,"P29120",,"","",""
5991,"P29122",,"","",""
5991,"P29144",,"","","no valid path was found"
5991,"P29218",,"","","no valid path was found"
5991,"P29274",,"","",""
5991,"P29275",,"","",""
5991,"P29317",,"","",""
5991,"P29320",,"","",""
5991,"P29322",,"","","target was not found"
5991,"P29323",,"","",""
5991,"P29350",,"","",""
5991,"P29353",,"","",""
5991,"P29371",,"","",""
5991,"P29373",,"","",""
5991,"P29376",,"","",""
5991,"P29401",,"","","no valid path was found"
5991,"P29466",,"","",""
5991,"P29474",,"","","target was not found"
5991,"P29475",,"","",""
5991,"P29597",,"","",""
5991,"P29762",,"","","target was not found"
5991,"P29803",,"","",""
5991,"P30043",,"","",""
5991,"P30085",,"","","no valid path was found"
5991,"P30279",,"","",""
5991,"P30281",,"","",""
5991,"P30291",,"","",""
5991,"P30304",,"","",""
5991,"P30305",,"","","target was not found"
5991,"P30307",,"","",""
5991,"P30411",,"","",""
5991,"P30419",,"","","no valid path was found"
5991,"P30518",,"","","target was not found"
5991,"P30519",,"","","target was not found"
5991,"P30520",,"","",""
5991,"P30530",,"","","no valid path was found"
5991,"P30531",,"","",""
5991,"P30532",,"","",""
5991,"P30536",,"","",""
5991,"P30542",,"","",""
5991,"P30550",,"","",""
5991,"P30556",,"","",""
5991,"P30559",,"","",""
5991,"P30613",,"","",""
5991,"P30711",,"","",""
5991,"P30837",,"","",""
5991,"P30838",,"","",""
5991,"P30872",,"","",""
5991,"P30874",,"","",""
5991,"P30926",,"","",""
5991,"P30939",,"","",""
5991,"P30968",,"","",""
5991,"P30988",,"","",""
5991,"P30989",,"","","no valid path was found"
5991,"P31040",,"","",""
5991,"P31152",,"","","no valid path was found"
5991,"P31213",,"","",""
5991,"P31321",,"","",""
5991,"P31323",,"","","no valid path was found"
5991,"P31350",,"","",""
5991,"P31358",,"","",""
5991,"P31391",,"","","no valid path was found"
5991,"P31639",,"","",""
5991,"P31641",,"","","no valid path was found"
5991,"P31644",,"","","target was not found"
5991,"P31645",,"","",""
5991,"P31749",,"","",""
5991,"P31751",,"","",""
5991,"P31785",,"","",""
5991,"P31939",,"","",""
5991,"P31944",,"","","target was not found"
5991,"P32019",,"","","no valid path was found"
5991,"P32189",,"","","no valid path was found"
5991,"P32238",,"","",""
5991,"P32239",,"","",""
5991,"P32241",,"","",""
5991,"P32245",,"","",""
5991,"P32246",,"","",""
5991,"P32247",,"","","target was not found"
5991,"P32248",,"","","no valid path was found"
5991,"P32297",,"","",""
5991,"P32298",,"","",""
5991,"P32302",,"","","target was not found"
5991,"P32320",,"","",""
5991,"P32321",,"","","no valid path was found"
5991,"P32418",,"","",""
5991,"P32745",,"","",""
5991,"P32754",,"","",""
5991,"P32927",,"","",""
5991,"P33032",,"","","target was not found"
5991,"P33176",,"","","no valid path was found"
5991,"P33260",,"","",""
5991,"P33261",,"","",""
5991,"P33316",,"","",""
5991,"P33402",,"","",""
5991,"P33527",,"","",""
5991,"P33765",,"","",""
5991,"P33908",,"","",""
5991,"P33981",,"","",""
5991,"P34903",,"","",""
5991,"P34913",,"","",""
5991,"P34947",,"","",""
5991,"P34949",,"","","no valid path was found"
5991,"P34969",,"","",""
5991,"P34972",,"","",""
5991,"P34981",,"","","no valid path was found"
5991,"P34995",,"","",""
5991,"P34998",,"","",""
5991,"P35030",,"","","no valid path was found"
5991,"P35218",,"","",""
5991,"P35219",,"","","no valid path was found"
5991,"P35222",,"","",""
5991,"P35228",,"","",""
5991,"P35236",,"","","no valid path was found"
5991,"P35346",,"","",""
5991,"P35348",,"","","no valid path was found"
5991,"P35354",,"","",""
5991,"P35367",,"","",""
5991,"P35368",,"","",""
5991,"P35372",,"","","target was not found"
5991,"P35398",,"","","target was not found"
5991,"P35408",,"","",""
5991,"P35462",,"","",""
5991,"P35498",,"","",""
5991,"P35499",,"","",""
5991,"P35557",,"","",""
5991,"P35558",,"","",""
5991,"P35573",,"","",""
5991,"P35575",,"","",""
5991,"P35590",,"","",""
5991,"P35610",,"","",""
5991,"P35626",,"","","no valid path was found"
5991,"P35790",,"","",""
5991,"P35813",,"","",""
5991,"P35869",,"","",""
5991,"P35913",,"","",""
5991,"P35916",,"","",""
5991,"P35968",,"","",""
5991,"P36402",,"","",""
5991,"P36507",,"","",""
5991,"P36537",,"","",""
5991,"P36544",,"","",""
5991,"P36873",,"","",""
5991,"P36888",,"","",""
5991,"P36894",,"","",""
5991,"P36896",,"","",""
5991,"P36897",,"","","target was not found"
5991,"P37023",,"","",""
5991,"P37058",,"","",""
5991,"P37059",,"","",""
5991,"P37088",,"","",""
5991,"P37173",,"","",""
5991,"P37231",,"","",""
5991,"P37268",,"","","target was not found"
5991,"P37288",,"","",""
5991,"P37840",,"","",""
5991,"P38398",,"","",""
5991,"P38435",,"","",""
5991,"P38484",,"","","no valid path was found"
5991,"P38571",,"","","no valid path was found"
5991,"P38936",,"","",""
5991,"P39086",,"","","target was not found"
5991,"P39656",,"","",""
5991,"P39748",,"","",""
5991,"P39877",,"","",""
5991,"P39900",,"","",""
5991,"P40145",,"","",""
5991,"P40238",,"","","no valid path was found"
5991,"P40313",,"","","no valid path was found"
5991,"P40394",,"","",""
5991,"P40424",,"","",""
5991,"P40763",,"","",""
5991,"P40925",,"","","target was not found"
5991,"P40926",,"","","target was not found"
5991,"P41134",,"","",""
5991,"P41143",,"","",""
5991,"P41145",,"","","target was not found"
5991,"P41146",,"","",""
5991,"P41180",,"","",""
5991,"P41231",,"","",""
5991,"P41235",,"","",""
5991,"P41240",,"","",""
5991,"P41252",,"","","no valid path was found"
5991,"P41279",,"","",""
5991,"P41439",,"","",""
5991,"P41440",,"","","target was not found"
5991,"P41586",,"","",""
5991,"P41587",,"","",""
5991,"P41594",,"","",""
5991,"P41595",,"","",""
5991,"P41597",,"","",""
5991,"P41743",,"","",""
5991,"P41968",,"","",""
5991,"P42224",,"","",""
5991,"P42226",,"","",""
5991,"P42229",,"","",""
5991,"P42261",,"","",""
5991,"P42262",,"","",""
5991,"P42263",,"","",""
5991,"P42330",,"","","target was not found"
5991,"P42336",,"","",""
5991,"P42338",,"","",""
5991,"P42345",,"","",""
5991,"P42356",,"","",""
5991,"P42357",,"","",""
5991,"P42574",,"","",""
5991,"P42575",,"","",""
5991,"P42679",,"","","no valid path was found"
5991,"P42680",,"","","no valid path was found"
5991,"P42681",,"","",""
5991,"P42684",,"","",""
5991,"P42685",,"","",""
5991,"P42785",,"","","no valid path was found"
5991,"P42858",,"","",""
5991,"P42892",,"","",""
5991,"P43003",,"","",""
5991,"P43004",,"","",""
5991,"P43005",,"","",""
5991,"P43007",,"","",""
5991,"P43088",,"","",""
5991,"P43115",,"","",""
5991,"P43116",,"","",""
5991,"P43119",,"","",""
5991,"P43155",,"","",""
5991,"P43166",,"","",""
5991,"P43220",,"","",""
5991,"P43234",,"","",""
5991,"P43235",,"","",""
5991,"P43250",,"","",""
5991,"P43353",,"","",""
5991,"P43354",,"","",""
5991,"P43378",,"","","no valid path was found"
5991,"P43403",,"","","target was not found"
5991,"P43405",,"","","target was not found"
5991,"P43681",,"","",""
5991,"P45452",,"","",""
5991,"P45880",,"","","no valid path was found"
5991,"P45974",,"","","no valid path was found"
5991,"P45983",,"","",""
5991,"P45984",,"","",""
5991,"P45985",,"","",""
5991,"P46019",,"","","no valid path was found"
5991,"P46020",,"","","no valid path was found"
5991,"P46059",,"","",""
5991,"P46094",,"","",""
5991,"P46098",,"","",""
5991,"P46108",,"","",""
5991,"P46439",,"","",""
5991,"P46663",,"","",""
5991,"P46734",,"","","no valid path was found"
5991,"P47211",,"","",""
5991,"P47712",,"","",""
5991,"P47775",,"","","target was not found"
5991,"P47869",,"","",""
5991,"P47870",,"","",""
5991,"P47871",,"","",""
5991,"P47872",,"","",""
5991,"P47895",,"","",""
5991,"P47897",,"","","no valid path was found"
5991,"P47898",,"","",""
5991,"P47900",,"","",""
5991,"P47901",,"","",""
5991,"P47929",,"","",""
5991,"P47989",,"","",""
5991,"P48023",,"","",""
5991,"P48039",,"","",""
5991,"P48052",,"","",""
5991,"P48058",,"","",""
5991,"P48065",,"","",""
5991,"P48066",,"","",""
5991,"P48067",,"","",""
5991,"P48147",,"","",""
5991,"P48163",,"","","target was not found"
5991,"P48169",,"","","target was not found"
5991,"P48357",,"","",""
5991,"P48443",,"","",""
5991,"P48448",,"","",""
5991,"P48449",,"","",""
5991,"P48454",,"","","no valid path was found"
5991,"P48506",,"","",""
5991,"P48546",,"","",""
5991,"P48547",,"","",""
5991,"P48551",,"","","target was not found"
5991,"P48664",,"","","target was not found"
5991,"P48729",,"","","target was not found"
5991,"P48730",,"","",""
5991,"P48736",,"","",""
5991,"P48764",,"","",""
5991,"P48775",,"","",""
5991,"P49005",,"","","no valid path was found"
5991,"P49019",,"","","no valid path was found"
5991,"P49023",,"","","target was not found"
5991,"P49116",,"","",""
5991,"P49137",,"","",""
5991,"P49146",,"","","target was not found"
5991,"P49189",,"","",""
5991,"P49221",,"","",""
5991,"P49238",,"","",""
5991,"P49286",,"","",""
5991,"P49327",,"","",""
5991,"P49336",,"","","target was not found"
5991,"P49354",,"","",""
5991,"P49356",,"","",""
5991,"P49366",,"","","no valid path was found"
5991,"P49588",,"","","no valid path was found"
5991,"P49619",,"","","no valid path was found"
5991,"P49639",,"","",""
5991,"P49641",,"","","target was not found"
5991,"P49662",,"","",""
5991,"P49674",,"","",""
5991,"P49682",,"","",""
5991,"P49721",,"","",""
5991,"P49759",,"","",""
5991,"P49760",,"","","target was not found"
5991,"P49761",,"","",""
5991,"P49768",,"","",""
5991,"P49773",,"","",""
5991,"P49810",,"","",""
5991,"P49840",,"","",""
5991,"P49841",,"","",""
5991,"P49862",,"","",""
5991,"P49863",,"","",""
5991,"P49888",,"","",""
5991,"P49895",,"","",""
5991,"P49915",,"","",""
5991,"P49961",,"","",""
5991,"P50052",,"","",""
5991,"P50120",,"","","target was not found"
5991,"P50135",,"","",""
5991,"P50281",,"","","target was not found"
5991,"P50391",,"","",""
5991,"P50406",,"","",""
5991,"P50454",,"","","target was not found"
5991,"P50570",,"","","target was not found"
5991,"P50579",,"","",""
5991,"P50591",,"","",""
5991,"P50613",,"","",""
5991,"P50750",,"","",""
5991,"P50993",,"","",""
5991,"P51160",,"","",""
5991,"P51164",,"","",""
5991,"P51178",,"","","no valid path was found"
5991,"P51451",,"","",""
5991,"P51452",,"","",""
5991,"P51511",,"","","no valid path was found"
5991,"P51512",,"","","no valid path was found"
5991,"P51575",,"","",""
5991,"P51580",,"","",""
5991,"P51582",,"","",""
5991,"P51589",,"","",""
5991,"P51617",,"","",""
5991,"P51649",,"","",""
5991,"P51659",,"","",""
5991,"P51677",,"","",""
5991,"P51679",,"","","no valid path was found"
5991,"P51681",,"","",""
5991,"P51684",,"","","no valid path was found"
5991,"P51685",,"","","no valid path was found"
5991,"P51686",,"","",""
5991,"P51692",,"","",""
5991,"P51787",,"","","no valid path was found"
5991,"P51812",,"","",""
5991,"P51813",,"","",""
5991,"P51817",,"","","no valid path was found"
5991,"P51828",,"","",""
5991,"P51878",,"","",""
5991,"P51946",,"","",""
5991,"P51948",,"","",""
5991,"P51955",,"","",""
5991,"P51956",,"","","no valid path was found"
5991,"P51957",,"","","no valid path was found"
5991,"P51970",,"","","no valid path was found"
5991,"P51993",,"","","target was not found"
5991,"P52209",,"","",""
5991,"P52333",,"","",""
5991,"P52429",,"","","no valid path was found"
5991,"P52564",,"","",""
5991,"P52655",,"","",""
5991,"P52657",,"","",""
5991,"P52732",,"","","no valid path was found"
5991,"P52757",,"","","no valid path was found"
5991,"P52788",,"","","no valid path was found"
5991,"P52789",,"","","no valid path was found"
5991,"P52790",,"","",""
5991,"P52895",,"","","target was not found"
5991,"P52961",,"","",""
5991,"P53350",,"","",""
5991,"P53355",,"","",""
5991,"P53396",,"","",""
5991,"P53582",,"","",""
5991,"P53602",,"","",""
5991,"P53609",,"","",""
5991,"P53611",,"","","no valid path was found"
5991,"P53634",,"","","target was not found"
5991,"P53667",,"","","no valid path was found"
5991,"P53671",,"","","no valid path was found"
5991,"P53778",,"","",""
5991,"P53779",,"","",""
5991,"P53985",,"","",""
5991,"P54098",,"","","no valid path was found"
5991,"P54136",,"","",""
5991,"P54219",,"","","no valid path was found"
5991,"P54289",,"","",""
5991,"P54577",,"","",""
5991,"P54619",,"","","target was not found"
5991,"P54646",,"","","no valid path was found"
5991,"P54687",,"","",""
5991,"P54707",,"","",""
5991,"P54709",,"","",""
5991,"P54710",,"","",""
5991,"P54750",,"","",""
5991,"P54753",,"","",""
5991,"P54756",,"","",""
5991,"P54760",,"","","target was not found"
5991,"P54762",,"","",""
5991,"P54764",,"","","no valid path was found"
5991,"P54819",,"","",""
5991,"P54855",,"","",""
5991,"P55017",,"","","target was not found"
5991,"P55055",,"","",""
5991,"P55058",,"","",""
5991,"P55072",,"","",""
5991,"P55073",,"","",""
5991,"P55085",,"","",""
5991,"P55087",,"","",""
5991,"P55157",,"","",""
5991,"P55210",,"","",""
5991,"P55211",,"","",""
5991,"P55212",,"","",""
5991,"P55263",,"","","no valid path was found"
5991,"P55786",,"","",""
5991,"P55899",,"","",""
5991,"P56192",,"","",""
5991,"P56199",,"","",""
5991,"P56373",,"","",""
5991,"P56524",,"","",""
5991,"P56556",,"","","no valid path was found"
5991,"P56597",,"","","target was not found"
5991,"P56696",,"","",""
5991,"P56703",,"","",""
5991,"P56817",,"","","no valid path was found"
5991,"P56937",,"","",""
5991,"P56945",,"","",""
5991,"P57059",,"","",""
5991,"P57078",,"","","target was not found"
5991,"P60033",,"","",""
5991,"P60174",,"","",""
5991,"P60568",,"","",""
5991,"P60763",,"","","target was not found"
5991,"P60891",,"","","no valid path was found"
5991,"P60953",,"","",""
5991,"P61073",,"","",""
5991,"P61088",,"","","no valid path was found"
5991,"P61160",,"","","no valid path was found"
5991,"P61586",,"","",""
5991,"P61964",,"","","no valid path was found"
5991,"P61978",,"","","no valid path was found"
5991,"P62136",,"","",""
5991,"P62140",,"","",""
5991,"P62158",,"","",""
5991,"P62330",,"","",""
5991,"P62508",,"","",""
5991,"P62714",,"","",""
5991,"P62805",,"","","no valid path was found"
5991,"P62937",,"","",""
5991,"P62942",,"","","target was not found"
5991,"P62993",,"","","target was not found"
5991,"P63000",,"","",""
5991,"P63092",,"","",""
5991,"P63096",,"","",""
5991,"P63098",,"","","no valid path was found"
5991,"P63151",,"","","no valid path was found"
5991,"P63316",,"","","no valid path was found"
5991,"P67775",,"","","target was not found"
5991,"P67870",,"","",""
5991,"P68106",,"","","no valid path was found"
5991,"P68366",,"","",""
5991,"P68371",,"","",""
5991,"P68400",,"","","target was not found"
5991,"P68402",,"","","no valid path was found"
5991,"P68871",,"","",""
5991,"P69905",,"","",""
5991,"P78325",,"","","no valid path was found"
5991,"P78329",,"","",""
5991,"P78334",,"","",""
5991,"P78352",,"","",""
5991,"P78356",,"","","no valid path was found"
5991,"P78362",,"","","no valid path was found"
5991,"P78368",,"","","no valid path was found"
5991,"P78396",,"","",""
5991,"P78417",,"","",""
5991,"P78527",,"","",""
5991,"P78536",,"","",""
5991,"P78545",,"","",""
5991,"P79483",,"","","target was not found"
5991,"P80192",,"","",""
5991,"P80365",,"","",""
5991,"P80370",,"","",""
5991,"P80404",,"","",""
5991,"P82980",,"","","target was not found"
5991,"P83111",,"","",""
5991,"P84077",,"","",""
5991,"P84085",,"","",""
5991,"P98077",,"","","target was not found"
5991,"P98161",,"","",""
5991,"P98170",,"","",""
5991,"P98174",,"","","no valid path was found"
5991,"Q00526",,"","",""
5991,"Q00532",,"","","no valid path was found"
5991,"Q00534",,"","",""
5991,"Q00535",,"","","target was not found"
5991,"Q00536",,"","",""
5991,"Q00537",,"","","no valid path was found"
5991,"Q00613",,"","",""
5991,"Q00653",,"","",""
5991,"Q00688",,"","","no valid path was found"
5991,"Q00722",,"","",""
5991,"Q00796",,"","",""
5991,"Q00975",,"","","no valid path was found"
5991,"Q00987",,"","","target was not found"
5991,"Q01064",,"","",""
5991,"Q01094",,"","",""
5991,"Q01118",,"","",""
5991,"Q01432",,"","","target was not found"
5991,"Q01433",,"","","no valid path was found"
5991,"Q01469",,"","",""
5991,"Q01650",,"","","no valid path was found"
5991,"Q01668",,"","",""
5991,"Q01718",,"","","no valid path was found"
5991,"Q01726",,"","",""
5991,"Q01813",,"","","no valid path was found"
5991,"Q01959",,"","",""
5991,"Q01970",,"","",""
5991,"Q02083",,"","","target was not found"
5991,"Q02108",,"","",""
5991,"Q02127",,"","","no valid path was found"
5991,"Q02153",,"","","target was not found"
5991,"Q02156",,"","",""
5991,"Q02218",,"","",""
5991,"Q02224",,"","",""
5991,"Q02241",,"","",""
5991,"Q02318",,"","","target was not found"
5991,"Q02643",,"","","target was not found"
5991,"Q02750",,"","",""
5991,"Q02763",,"","",""
5991,"Q02779",,"","",""
5991,"Q02790",,"","",""
5991,"Q02880",,"","",""
5991,"Q02928",,"","",""
5991,"Q03013",,"","",""
5991,"Q03181",,"","",""
5991,"Q03405",,"","",""
5991,"Q03431",,"","","target was not found"
5991,"Q04206",,"","",""
5991,"Q04609",,"","",""
5991,"Q04759",,"","",""
5991,"Q04760",,"","",""
5991,"Q04771",,"","",""
5991,"Q04828",,"","",""
5991,"Q04844",,"","",""
5991,"Q04912",,"","",""
5991,"Q05193",,"","",""
5991,"Q05209",,"","",""
5991,"Q05329",,"","",""
5991,"Q05397",,"","",""
5991,"Q05469",,"","",""
5991,"Q05513",,"","",""
5991,"Q05586",,"","",""
5991,"Q05655",,"","",""
5991,"Q05823",,"","",""
5991,"Q05901",,"","","target was not found"
5991,"Q05932",,"","","target was not found"
5991,"Q05940",,"","",""
5991,"Q06124",,"","",""
5991,"Q06187",,"","",""
5991,"Q06278",,"","",""
5991,"Q06418",,"","",""
5991,"Q06520",,"","",""
5991,"Q06830",,"","",""
5991,"Q07001",,"","",""
5991,"Q07002",,"","",""
5991,"Q07075",,"","",""
5991,"Q07343",,"","",""
5991,"Q07699",,"","","no valid path was found"
5991,"Q07812",,"","",""
5991,"Q07817",,"","","target was not found"
5991,"Q07820",,"","",""
5991,"Q07869",,"","",""
5991,"Q07912",,"","","no valid path was found"
5991,"Q07973",,"","","target was not found"
5991,"Q08188",,"","","no valid path was found"
5991,"Q08209",,"","",""
5991,"Q08257",,"","",""
5991,"Q08345",,"","",""
5991,"Q08462",,"","",""
5991,"Q08493",,"","",""
5991,"Q08499",,"","","target was not found"
5991,"Q08828",,"","",""
5991,"Q08881",,"","",""
5991,"Q09013",,"","",""
5991,"Q09428",,"","",""
5991,"Q09470",,"","","no valid path was found"
5991,"Q09472",,"","",""
5991,"Q11128",,"","","target was not found"
5991,"Q12778",,"","",""
5991,"Q12791",,"","",""
5991,"Q12794",,"","",""
5991,"Q12809",,"","",""
5991,"Q12840",,"","",""
5991,"Q12851",,"","","no valid path was found"
5991,"Q12866",,"","",""
5991,"Q12879",,"","",""
5991,"Q12882",,"","",""
5991,"Q12884",,"","","no valid path was found"
5991,"Q12891",,"","",""
5991,"Q12908",,"","",""
5991,"Q12913",,"","",""
5991,"Q12923",,"","",""
5991,"Q12931",,"","","target was not found"
5991,"Q12974",,"","","no valid path was found"
5991,"Q13002",,"","","no valid path was found"
5991,"Q13003",,"","",""
5991,"Q13043",,"","",""
5991,"Q13085",,"","",""
5991,"Q13093",,"","",""
5991,"Q13126",,"","",""
5991,"Q13131",,"","","no valid path was found"
5991,"Q13133",,"","",""
5991,"Q13153",,"","",""
5991,"Q13163",,"","",""
5991,"Q13164",,"","",""
5991,"Q13177",,"","","no valid path was found"
5991,"Q13188",,"","",""
5991,"Q13224",,"","",""
5991,"Q13231",,"","",""
5991,"Q13232",,"","","no valid path was found"
5991,"Q13233",,"","",""
5991,"Q13237",,"","","no valid path was found"
5991,"Q13255",,"","","no valid path was found"
5991,"Q13258",,"","",""
5991,"Q13285",,"","",""
5991,"Q13304",,"","","no valid path was found"
5991,"Q13310",,"","",""
5991,"Q13315",,"","",""
5991,"Q13324",,"","","no valid path was found"
5991,"Q13370",,"","","target was not found"
5991,"Q13393",,"","",""
5991,"Q13395",,"","","target was not found"
5991,"Q13404",,"","",""
5991,"Q13418",,"","",""
5991,"Q13443",,"","",""
5991,"Q13464",,"","",""
5991,"Q13469",,"","",""
5991,"Q13470",,"","","target was not found"
5991,"Q13477",,"","","no valid path was found"
5991,"Q13488",,"","",""
5991,"Q13489",,"","",""
5991,"Q13490",,"","",""
5991,"Q13509",,"","",""
5991,"Q13510",,"","","no valid path was found"
5991,"Q13526",,"","",""
5991,"Q13535",,"","",""
5991,"Q13546",,"","",""
5991,"Q13547",,"","",""
5991,"Q13554",,"","",""
5991,"Q13555",,"","",""
5991,"Q13557",,"","",""
5991,"Q13563",,"","",""
5991,"Q13621",,"","",""
5991,"Q13627",,"","",""
5991,"Q13639",,"","",""
5991,"Q13698",,"","","no valid path was found"
5991,"Q13705",,"","",""
5991,"Q13724",,"","","no valid path was found"
5991,"Q13733",,"","",""
5991,"Q13748",,"","","no valid path was found"
5991,"Q13797",,"","","target was not found"
5991,"Q13822",,"","",""
5991,"Q13873",,"","",""
5991,"Q13882",,"","",""
5991,"Q13936",,"","","target was not found"
5991,"Q13946",,"","",""
5991,"Q13956",,"","",""
5991,"Q13972",,"","","no valid path was found"
5991,"Q13976",,"","","no valid path was found"
